SSN,Passport,Driver's License,Credit Card Number
431-46-5060,536407128,D36783239,341256731563454
677-11-1395,986436388,G58082136,6011188162061450
677-92-2089,705323232,R41351009,5272481989680870
430-87-8982,880109806,Y46960108,4485995615791430
678-31-7398,141138198,A28999180,375125306325475
432-46-1973,385833643,S03596452,6011290705316050
678-08-3928,184152318,M00833723,5486580359275460
430-26-1343,990430414,E98384838,4556228001438140
430-74-5248,761911045,P86861914,379349218102261
430-80-6918,777166769,Z35611062,6011986495298650
429-26-7623,439305071,O78535509,5156619636647690
432-51-3158,246916048,F19906986,4836861742254620
429-40-0879,564632271,V59337023,372477021675707
678-60-3486,898106772,M66532150,6011974137471160
677-43-8895,548205676,B63278888,5586571172008600
679-58-5099,780158357,K92538676,4539205154867530
430-16-3936,983978328,I42028808,343904193482196
432-33-6046,430456026,B62556458,6011184807177980
429-69-6175,320336022,J61240027,5406001847210000
430-38-4026,870892263,S54655678,4485581071070670
679-33-1192,419796331,O07515659,376821521338884
432-75-3445,101421210,U55158413,6011798672981040
430-01-0575,846609630,Y42650723,5258194336452510
432-94-6385,911811611,O95352645,4539068629743270
431-80-4161,198902043,A07531851,377412745007072
679-18-0723,667839731,A60703969,6011881893250470
679-56-5436,486215315,T47556097,5340262265604430
430-78-4907,959711046,Y82367055,4532584799643800
430-09-2933,536362571,U22004074,348872730549493
429-05-9190,173885166,Z90895608,6011056859374830
430-50-6510,716221100,Q55144894,5373162805148060
432-61-4655,877852570,K65968640,4716909788970050
432-68-3334,946878228,U00816680,370189409476549
679-83-9374,112413160,A98787299,6011404024677440
430-62-0066,918407458,N39871582,5595245349655380
430-59-1286,974792304,R97659364,4929015703173670
431-39-8000,544268848,G78593914,375258959904229
677-38-7153,482741073,V49388219,6011893570450480
432-47-3107,754689612,E17086053,5122548749099900
432-10-1318,135881212,B19542021,4716884089174830
677-97-7448,238594026,P98874125,378108812143431
431-64-7658,686929727,A53755040,6011579549651540
429-65-2433,382612957,B94335278,5484062868900640
430-43-9633,651154596,B24787777,4406990613937770
430-68-4695,672966480,D58823413,375716951700838
678-15-6782,121848875,A05447021,6011654573015880
677-91-1845,253203642,G72725815,5515307802117360
677-56-0770,894056124,Q08742354,4485909808215780
679-01-1420,121161220,I28888633,342399368861103
679-59-5269,225193711,M42335616,6011484075570860
430-52-4149,857592447,B14299270,5180442842300910
430-05-2746,296060929,E26612390,4556849486992380
432-57-4218,545350771,Z32987514,375987554646997
430-69-7360,500567741,X96326122,6011725838587990
678-80-7444,180098816,C53024673,5304677520504980
677-87-4580,176940509,N81831072,4916288648210700
677-71-4777,593962664,A08370755,376690856994193
432-85-0108,773311192,E12622939,6011100680691760
430-05-5573,272146842,V96835173,5243939111845050
431-77-3840,106501845,O87134670,4716646632011760
432-18-1832,965113328,L83725039,344676717578274
432-87-8552,110231596,I17388196,6011658133591610
432-57-6731,585559676,A07685311,5565491851432530
679-26-0360,206246616,A05480437,4716252852243700
679-76-0845,941336827,T46258015,377135030829690
678-18-4675,319945588,S55667864,6011759516416940
678-43-0787,381813569,L96903094,5529573574971480
679-33-4752,294277134,J52532664,4716184676792430
679-28-8886,693893197,A43057707,372800150142944
678-47-6065,986346382,Q98396634,6011628250511960
677-26-8848,825276701,Y49993810,5261781265586160
677-74-7668,685367259,T14764441,4556489804387670
429-12-0941,794461324,Z60803290,379920608155216
679-91-9566,387315899,V97804335,6011587740521690
430-65-1533,733869363,N98971887,5377917472930950
677-44-3550,932548725,N19090567,4485544772737470
431-16-4912,433550445,G77210491,379044246028931
430-92-2687,253995899,Y12417933,6011837755119530
679-76-6319,794923003,N18580189,5307841622198680
429-51-7147,742421111,C88195344,4532404534911080
677-97-6642,459581793,T62111437,342046368471652
432-35-2465,727493673,X27978798,6011282659850910
678-67-3741,328658807,T10818721,5569550079075310
679-16-9423,416796202,M16962498,4556884099224920
431-78-5082,703222304,C30479662,340019320177669
677-09-3450,289401331,B68342446,6011318243406720
429-80-9763,347281247,M52991205,5297993862500590
429-66-2762,627813863,Z31672871,4024007198400420
429-21-2462,867719408,P28380336,349530208506275
429-46-5807,433119087,A29887123,6011912544145150
431-20-7413,999319586,D40416126,5195950503371010
679-85-3228,338957756,B46752819,4485553373891440
432-65-3901,799141630,G59355046,374008532769537
429-89-1669,309209057,T21471232,6011121862822260
432-86-3871,681105237,W87158236,5443727838022550
678-90-1321,683197226,T69315608,4716608264689520
678-88-3451,291617038,U89898411,342282307601600
429-44-8205,161204927,E41303333,6011056786949240
432-85-7717,795465702,T66798516,5108939974639840
431-14-8859,462695791,G84218056,4929545408507030
429-26-5036,918551255,C40812484,344099872326787
432-43-1402,504496291,V60259002,6011185588267950
429-28-0544,236573765,B18992314,5575767744434170
679-64-8759,103568718,Y05939158,4063935178777120
679-23-8743,477738333,V50835468,378462666896432
677-23-8645,118870629,P03407807,6011160611645070
678-76-0889,509101508,N97528291,5562251482308540
430-93-4040,969764735,B27534501,4716306830580210
432-29-5576,216228328,S64963676,340333043963804
430-38-5438,696417532,P41348067,6011347269271240
679-00-2224,165418845,Q57899623,5338614423768520
430-46-2301,917380473,V05809464,4485566705545660
429-11-7456,210349018,S35912315,341400237587688
432-29-6327,145666795,Q82732016,6011590423737380
430-04-6211,528903845,R65441911,5554248599063570
431-69-6529,203490369,X26123431,4168259004750680
431-13-7236,141657701,I84763161,347765600975056
430-96-6341,746339362,A58394703,6011202671750090
430-33-8524,152903767,L95080470,5292206652820220
430-91-0690,995436310,G52978435,4485147253015820
430-00-5871,145136002,F53947268,375440012204173
430-36-2361,295766410,U52154949,6011499886416230
431-81-4980,386331237,S66198636,5492976927999220
431-10-6203,780239385,R80942085,4556484692909710
679-56-7937,932296063,J10177811,345458102587387
679-23-1995,133163472,A67611719,6011590485970750
430-58-1269,790916248,Y86157643,5119861821031610
430-40-0917,594975634,R31728813,4716116512462920
429-82-0340,971536397,P79593488,342267478787254
679-90-8210,848145506,A90497049,6011592743119850
429-03-6555,953838714,V59817611,5344276829201240
431-47-8257,536383650,G75873276,4716326996516480
678-12-4824,142636683,N38826383,342949523838063
679-25-7032,352354281,E26291695,6011701535951240
432-03-5247,842467549,K45217702,5565408319386660
432-51-6907,851087465,W09283614,4929743865237090
679-45-4403,780189301,K64151455,341740231123604
432-64-6811,301756390,X75628260,6011408922494110
432-93-7609,587254299,L60336280,5448002270096440
430-69-5438,775696408,Z22553590,4024007115986780
678-26-2121,451716053,H07464127,375272009869704
678-49-6562,456300591,R77677857,6011663816806490
431-08-0749,446817419,H83734828,5163515844143020
677-68-0148,877031346,B57110968,4539216649570620
678-50-6633,676392354,C74087881,379380945099868
429-43-2357,189944241,E45126953,6011738670047590
679-20-9325,729075754,F24073861,5558625118110730
430-09-6582,544747550,E56589393,4716470956864610
432-27-2880,210851980,F94750023,379856410288920
432-15-2850,877046168,Q29702071,6011438482847450
430-86-4643,248600608,O32249988,5157570094167840
677-99-9791,519247339,N79989285,4556878224438340
432-03-1978,636643343,J87371940,349649025519749
677-88-5292,629678459,Z56864989,6011109595322410
432-01-8559,868366835,K65804564,5342911054031550
431-54-9292,529324893,L46549102,4771885599415900
432-07-3048,369459722,U27398866,376494039128997
430-31-3604,664954982,N89708706,6011317581785040
677-98-0928,859999603,L84473081,5293305848774510
430-42-9175,864011642,N20315608,4485787245181160
678-28-4550,452869450,R15342464,378556304146306
431-92-6883,205146560,B95806732,6011250504788240
678-37-1998,843370420,V82364749,5517180170249600
678-91-8693,308245767,W54070643,4929138478983660
677-56-5115,904585593,R00419460,345631725555698
677-22-3951,591231589,O72772308,6011279043154090
431-06-6053,735886886,A24140289,5244371548215090
429-89-4535,646626951,F86496578,4539439176515680
679-42-8785,881581816,C03985101,341319430567240
677-93-8995,474401207,J44020681,6011475578461330
432-97-7261,158392849,V08187276,5363216142215930
677-43-2673,387038845,K28272405,4716555993128400
429-87-4902,937780102,C39867902,376812354834560
429-23-7927,574393384,D73612385,6011000735171200
678-01-5003,111625311,F25328352,5395614532063440
429-14-0988,376516553,T70311566,4532150719532590
431-88-6460,266551893,T37601838,379475575039042
677-87-3090,314633252,T10996323,6011321374473280
678-35-9801,569544130,K32070755,5272477144204450
432-11-5335,720606610,A70044338,4539721078447540
430-56-5008,726097906,H16432609,378829715721862
429-34-5548,207670854,T40201570,6011372619822010
429-25-0479,181225511,L48898432,5540407628140160
432-48-9560,606993272,J65494500,4532719891752570
429-90-3815,459039537,L22290686,342283348356394
678-93-3017,912906663,X46333692,6011922406332140
677-28-5105,492827096,T72082371,5518101328843140
678-67-7857,779642884,D79121488,4876068085382680
432-33-5155,329393544,G98558354,371025982827303
431-23-3989,252587463,J74009862,6011427169517550
679-32-6504,423439995,C86475639,5574479241960990
679-29-9996,616301453,S74375561,4485666237614960
430-44-1603,502503805,E59367855,376288926927366
677-06-6733,115912093,H77645803,6011698314304110
431-88-1140,510648369,U48411750,5361467381184020
679-60-8791,493645095,S46846391,4716941342207900
429-79-7725,931777035,Z25056550,373116935379571
432-53-5295,670491085,F65954959,6011597931429610
429-95-9895,633098146,C04797110,5173804001445150
432-09-3601,632742085,V84523153,4716818403543010
678-67-6987,408059438,V23935688,348466984373906
678-05-1193,757631321,C07094322,6011121739118550
678-45-3141,896318041,W68794915,5560175977333450
429-42-3768,835641261,G40292148,4556715759453610
677-87-8730,759042127,Z65342973,344120182103607
679-31-4243,476082526,X91127078,6011314939691940
678-27-9742,567935175,C68239476,5294806257900310
432-08-5522,538345343,V41672818,4024007153471970
431-01-0001,127901588,B47968465,375065211444898
677-64-1816,424107725,G66644081,6011648572711090
430-21-6094,388466574,Z65129595,5235161435679870
432-50-6963,616923495,I45534864,4485678047557260
432-34-4951,916168638,J53918457,376630502193691
432-36-8559,718876270,Y06638806,6011561342665140
677-42-3351,976667917,G83684649,5377967230635400
431-75-8739,113656098,G74834022,4526168077914980
679-97-7009,570719062,D65032812,348338432837255
678-99-7050,148711760,I00980321,6011970518861180
431-76-0067,595410782,S79172996,5541171827789420
431-75-0483,682088330,B57817258,4929080563989290
432-95-5006,298538717,E00532380,376703379815397
429-52-2306,298210271,W99991109,6011673579021260
432-11-7363,720750101,Q68332933,5214950443411780
429-17-7618,613716292,H81305036,4485205664729430
677-94-6964,110778422,V60053411,377018081063551
431-35-6852,513153410,I66503109,6011536741067010
678-82-4910,884479741,G54027007,5590663321757450
431-14-1102,424992956,M58996351,4929560274122050
430-59-4730,784163264,T87811722,376063059645287
677-56-8000,782869795,H05577163,6011127819478520
430-05-1803,678734505,G90083106,5525535641901190
677-62-2670,180410506,M18226753,4485631498634560
678-76-2890,987694848,J77481615,348520921063911
431-43-2379,791458908,E65315535,6011477535183130
677-44-3469,398986425,Q51528379,5131445348860800
432-32-0018,653995878,T30268829,4929869324787750
677-99-1763,102126914,R02990105,341948375327788
677-31-8649,196744543,J27339696,6011798292132350
679-74-3855,995631562,L15641542,5392790902030060
430-92-3229,827810231,S58730371,4532981773913530
432-97-6389,409036744,P77897306,374272324284028
429-05-1707,790741461,S47527326,6011132739389820
679-37-8080,539955157,V81582955,5336209139732800
429-02-3506,755475326,P53053071,4716828019742360
679-02-0903,152374579,E57095919,376231242213558
677-86-7150,571883353,N42831957,6011700330344400
677-40-6418,406626981,A05871190,5421200783877230
677-80-7143,505293180,Y23893956,4539247206785800
432-21-4460,277702265,V63205965,342217534472474
429-83-3932,885025621,A43185445,6011667244283120
429-24-1376,232673291,P77485919,5258970053864810
431-31-3854,335329812,E50569907,4024007135364450
677-67-0526,421683145,F36838037,340373431120682
679-39-3545,552126391,H87356442,6011911411069510
429-65-1150,295799395,C58055605,5435709318143890
432-84-4527,138769120,Z17439231,4901439161954670
677-61-2822,685326528,M19309890,372545133030365
678-29-8957,459841555,V72625861,6011321845011770
429-65-7179,792582550,C81362588,5177881853592070
678-50-6311,482052802,X24324418,4539094197309440
431-56-1425,956383319,X14381370,340573390522105
431-85-0228,392690433,R61181541,6011222709169280
429-82-8383,464586292,F10802697,5140905883925640
430-96-1579,741450468,A74603422,4532304639523680
430-44-4472,396668778,R87513806,344108904597040
679-31-2227,800065309,J18420393,6011662693437000
430-93-8484,392755912,X37602374,5589302277030760
429-29-2560,896664815,R08616851,4916433181187730
431-81-7806,391797066,W41482523,340245875728941
429-96-6424,602772908,U80018952,6011211219847530
678-29-7694,116013896,N82631640,5417789720060360
432-77-3907,231205236,T49173526,4916941921957550
677-46-6396,304159593,H79758467,345647162559944
429-42-2841,498616414,Y92324167,6011852668625140
429-31-7284,478036313,F72200689,5472158727077340
429-97-2078,676393200,G03255980,4241390030056210
679-31-0363,683427739,U41839983,375509589682605
679-95-6953,642250045,V23105485,6011053684949200
429-87-2718,942729096,B23080946,5306453182874600
431-89-8453,462421862,V24533709,4532801449019380
432-40-7167,897391298,F46769839,375118654098463
429-39-0181,938676006,H78979027,6011360967883280
678-60-8598,970525150,W67972969,5452358154366400
677-34-4238,689347335,Y79970452,4539405171175340
679-19-5504,376421470,S04409665,374601654980450
432-90-8132,153451387,V17041483,6011320207368570
431-33-3723,399760754,X93768164,5592059413580860
431-49-1758,826772149,B07466338,4532235588185090
430-43-7090,395896011,P12363186,374068443107896
430-73-1253,835849737,U14617906,6011123137862240
430-12-5817,618285295,B73884092,5172818820033700
679-56-7688,519633646,S24164171,4024007182195780
430-46-4258,427255434,S49431274,348865341120282
431-01-7357,182029637,K49438504,6011441608456670
432-64-7390,885637376,S06286438,5201776977827520
679-28-5611,787076266,N56608724,4715844964069570
432-97-9953,672046826,M25610041,341527083969311
430-66-1156,389625459,K20936390,6011583856206330
431-61-1599,283538635,M06416053,5333983947062640
677-42-4111,121494877,H12062883,4485465633934170
429-85-4063,550820898,U25506339,344467527090456
431-13-8119,596187786,T78166389,6011902306190910
677-89-7801,686306007,I69537347,5249517119093920
679-07-9877,883673702,J08728318,4929396690050460
678-82-1296,562569152,E43984516,371537816825832
677-45-2870,923215872,A27726418,6011145537751060
678-10-9554,148411150,V83114967,5481398672779770
432-61-6963,944182593,F81831978,4539002062777370
679-72-8350,318311651,S47064667,349434100154260
679-10-0855,607286641,A68660853,6011705337870590
679-18-1534,162606100,Z85047517,5527595772032880
679-23-5819,683449744,T53058097,4556899293561470
432-95-4438,536555949,Y73622313,340827597015374
679-54-2908,337083934,E02482416,6011766378338050
431-64-9084,575993514,Q42202332,5151233061721100
679-54-0176,901631922,X82573296,4258078679705390
679-23-4362,877180397,X56426838,346534241559039
431-68-1679,103375971,L09465472,6011634574244550
677-23-6053,788135877,B97736997,5584523248439050
431-08-7212,449167088,Y50986494,4532755737732150
679-87-3194,148748041,P14285072,343002588542433
431-31-0240,738143340,K86428222,6011817807792250
431-15-3916,143138179,S97475268,5238076581686340
429-14-1956,286366580,Y39329355,4916427303502230
429-37-8465,461088717,T70759544,372485750378732
678-41-6997,764924549,N97014328,6011588869444090
677-31-0113,365016460,X68977670,5440526071422130
678-05-5957,468953652,J44815977,4024007189236650
679-55-9595,949994467,K38071711,372821120960355
677-77-1892,938862362,A62708591,6011205277568680
429-07-4794,372822106,O09668845,5148371054589210
429-53-0543,669654742,P20883778,4716180023947610
677-27-1890,956329933,W35834988,348531078977829
679-78-1554,129910778,I21499048,6011771605036430
432-84-7437,687392467,L55820218,5133898076633650
430-32-6932,563365774,T84551220,4929911600086090
678-98-1533,545790157,W28781280,341382277062592
679-50-1118,946084909,Z98670707,6011774399776760
678-46-7095,638807219,H93187273,5159856574610850
677-63-4479,687241153,P18296745,4556265442718590
429-13-3098,891333030,Q66808414,370753414895058
429-63-0904,688833245,N75841652,6011640239226660
678-12-2941,177342448,Z78035345,5472003268130810
431-22-1623,522409732,O64947207,4532986366026620
431-28-1709,250829490,S35169033,344388396181426
430-76-5776,196129978,V88372385,6011920510282340
677-93-5363,614692690,M02992029,5387473748639920
677-39-9761,165491175,J97509316,4485612468447540
431-08-6914,587827153,V87655301,348277899605435
679-57-3217,484054353,J70266584,6011486669867860
677-97-0390,980640148,M34053761,5154539769846580
429-06-0816,353618865,I38694965,4024007172892420
430-56-1660,310587071,O86519572,348679993901604
678-07-0168,893617809,Z89475398,6011600120333900
677-85-8995,703596828,C74896346,5561153250994160
430-81-3096,520629916,X68936105,4420171817941320
677-32-2575,410028225,B33809511,373096874230102
432-33-8261,353478152,U70723809,6011398210685460
679-28-6022,454784525,P44988913,5220073568187220
677-97-1897,120213056,L28960337,4556370686557800
432-01-1249,377869019,S11684968,349645387464987
431-98-3583,477458715,O27548964,6011971683189940
429-98-8266,777357981,A01768164,5424036937669500
678-51-7881,290724908,N42624155,4485446343484610
679-43-6995,280169650,H70436065,374308300898231
429-35-7781,597712948,Z42405463,6011684981753310
431-27-4947,937367217,I13987072,5570563756501540
679-63-7010,103434516,E62146962,4929131613325930
432-01-7394,480431636,V11692182,370010037744597
430-68-2718,946060651,L19565767,6011231892726530
431-53-0825,702984067,M63390470,5243048909031340
429-22-3503,749767934,U47035814,4556195578382700
679-27-2717,242923143,R28012682,377027458443403
679-80-3847,630619793,M91743404,6011825124868180
429-86-0647,107125571,Q91778784,5217787005726640
432-57-4835,994300185,B60518395,4916464276972020
678-30-4082,654604876,U30509850,370495309284747
430-07-8771,911590653,F46710237,6011509096811380
431-31-1873,722055421,C00859095,5451473659947150
432-57-4653,369695601,S84341476,4716105222063130
679-27-6574,161173530,D83645532,373342700986180
429-16-6806,293717114,R36306286,6011605850251130
677-58-4800,936743791,R23609725,5285767671320180
432-86-5325,933812109,D39107003,4929480168033010
431-77-3041,329235625,T22614010,343984860485847
431-76-0603,882485104,Q89264281,6011685533486470
679-32-9576,712050611,V92660008,5166840804365200
431-78-7936,519799743,B90863397,4916904709393570
679-68-2972,543713478,O49055130,348886203422400
432-59-3074,650289922,D59723631,6011145829881260
678-25-4907,181928023,W95804834,5279899621060610
679-23-6278,405093154,B77563274,4709088334734960
429-20-9838,807321258,N24201999,378452188780669
432-00-7616,169074430,N30277206,6011348820883630
431-41-5112,317232909,Q58177379,5369315191108890
678-65-3914,904191537,X15164254,4532913735618700
430-67-1712,991531809,W88154023,378158616432571
431-43-3702,794659396,I58441521,6011912126275150
431-42-2426,346568027,X24373453,5264837112601190
430-76-9533,280141172,U77080097,4532594441224610
432-40-6117,701269927,V08146053,343737807575074
678-71-1286,508454904,T95234697,6011695736571580
677-11-2955,106530760,C74014926,5546450760335360
432-79-4995,784463518,X09248354,4556717451537310
430-22-1134,441320565,C01879236,349951351760263
431-95-5335,820147951,Y33334666,6011867474222740
430-83-5558,181766271,K75748665,5225326716055790
430-62-5387,230681294,B23063774,4532456579521730
430-50-5547,427702853,V08553086,374997281633615
429-77-2759,778693103,D04710226,6011581695147790
678-68-2276,643018429,W19670010,5378453262831040
678-85-2939,167477358,P42396684,4716200034578340
429-68-7474,255423818,O24694849,378936935490820
678-62-1684,221248953,H11246917,6011759756380530
678-09-7513,519583774,W13474126,5193287056930490
432-34-9741,221153279,Y90517575,4916103762988440
679-70-4558,734713377,E64604485,377672529140270
677-14-7660,184542232,D77237816,6011439019128670
431-28-5455,713924103,X94166526,5482519046975350
429-13-5112,637313603,J13967484,4485169375349260
432-71-7953,365261623,R18663350,373903593706306
679-27-9119,728499582,A47505045,6011454669968990
430-02-3634,895886657,B29666491,5221902771835070
432-69-6812,209803616,T97717430,4024007192050930
677-19-9545,315925554,F74907140,374550765429131
678-62-3712,317687180,I90633517,6011982750572880
431-64-9968,800100661,G21243473,5311435908237620
677-45-9625,735624471,F16833813,4024007181738400
679-96-9528,834037734,W85670228,347966966658480
429-68-1578,564898220,X32685272,6011132876835990
677-79-4253,186538283,J90851360,5351981217190720
431-82-6652,711876426,E76698560,4929860990828280
678-89-8365,906632789,F74550487,345204578701205
430-77-9948,418453161,R10477710,6011990117572430
679-69-1354,819343311,Q66423907,5263896384364540
432-19-1796,214139735,Y57969916,4929427544977760
432-97-0215,184501011,L44822232,340994928427585
431-60-0039,704529674,Q34773141,6011644679808560
677-32-3609,742698613,K41128610,5168288776971060
429-87-5483,572822396,H58106620,4252205662252860
432-17-8711,262172773,A06809122,348083563701579
431-62-1178,384259962,A09737941,6011374150767940
678-95-4825,551769880,S45230394,5217116329851120
431-93-3332,203040927,K04474936,4485137831941620
677-87-7277,236819272,P78479144,340788617530786
677-97-3631,762089433,N92343826,6011613652744580
430-61-7962,661750083,P25431496,5367155626609830
430-33-1505,500905742,C47287439,4024007140518740
431-59-9900,925050058,A69325966,379646340519993
430-63-4317,888127370,Z53428358,6011848975810600
430-23-7251,464825637,Q99930953,5218499341552800
431-05-0826,704952621,U65307758,4916363800026130
677-73-9342,431557619,M79145386,341563520887915
679-68-4592,988634202,D00895211,6011131420239030
679-29-6459,562313935,Z82856007,5191128462566710
679-70-1685,187875434,J77673573,4532399137732980
678-61-4739,901609418,I87832686,371523957205638
429-53-0116,177962637,K59402193,6011514475027900
430-48-6075,286824605,N79728717,5221601851667720
429-68-3764,807706566,Z67886997,4556369067023640
432-99-5581,282967689,M80291968,348294258922996
429-34-5510,453241461,I40094555,6011488288949170
431-14-9787,119658960,R03680783,5510084341918280
431-96-6105,574008076,L12498312,4930296835765770
430-39-2312,530813599,G30448850,343770794445761
679-33-3119,648055418,Z15753687,6011591679599350
678-48-0290,727986563,T55574808,5314608239522620
432-73-9365,604747789,A57248466,4485846676343880
679-53-3507,948393348,E53439650,371743781829540
430-26-8349,806593096,D13134618,6011342044915030
430-22-7936,635500916,B27035705,5183405627336720
429-62-1586,199836229,J60213012,4929469113251460
431-63-4625,213868083,S59265106,343162010901696
432-81-7204,998891098,O97694249,6011698761534270
677-13-0203,710319186,I53418754,5307283072552480
432-04-2234,545999999,O95906796,4929103660706010
431-78-0944,401358925,E58472116,340275766226663
679-05-1335,959941682,V51823026,6011148483665330
430-63-7480,417554342,O06407920,5228048995317900
431-21-2579,664389540,E77733591,4929959011678340
677-99-8252,657425870,E01824405,347301819237664
677-05-1766,150653002,U96389225,6011597232356310
430-16-9568,491790578,Z91150091,5467480756008530
429-08-4061,205794372,M05382467,4485179359352660
678-89-2522,581786994,U49025925,375736335591786
429-69-1799,678286440,O63308551,6011180962816760
677-75-0166,322048007,M94546996,5294257944086330
429-60-3727,123621811,B33161710,4929748462163430
432-00-0055,910325825,H51034340,378617931511260
432-46-7961,566369870,Z76974396,6011073807111020
431-44-6113,539106491,L97214001,5447305661088200
429-73-9813,311792819,D84086695,4532830688567800
679-77-3979,209629201,D80148988,344801952598650
429-25-3224,813548912,I46547201,6011303643260550
677-64-7606,479153854,S75426249,5241780007032150
678-50-5605,314762112,Z61189517,4532466609193880
677-42-0811,816501628,G95715508,376122100974599
678-53-5710,434419243,F23829481,6011857207580360
678-62-0486,325276329,H57302802,5124458384903560
677-98-8365,967599815,R09972751,4539932824082680
432-46-1091,756975163,D46805553,375213452840156
429-08-3757,997017147,T86537196,6011559978649000
677-58-6443,142992996,J05920876,5504085503118750
430-07-3363,515484695,G93086532,4539660858771520
678-90-3101,685860638,W72523637,374527596187153
430-57-1369,122274639,X85062578,6011305846494960
679-22-8213,535694230,X78437870,5580230652840590
677-65-7750,198295767,J47943092,4024007195715120
429-99-9863,381952996,S58441285,373204484377343
431-29-6907,210770795,L57615715,6011133899899520
679-06-3753,221701413,I53099996,5217608368793180
678-67-0380,765893728,A05035336,4176689501819840
677-23-5372,172248871,S74906744,371267604929931
429-83-3865,107865029,M88038917,6011931891334510
429-91-1357,843557607,C69653503,5223915030888620
432-22-7694,191855504,M20889246,4556711929998970
678-90-8740,543058354,E31285368,342961322764176
679-29-2739,372335686,H03060150,6011615543004460
679-41-9707,351019640,Q90031989,5407737164555010
677-75-1658,155759106,U85579445,4929564684118230
432-11-8237,104105908,A98090033,377292252008345
432-75-9034,275485321,I59608304,6011337013522460
431-33-8802,440187932,N81707215,5325635482489060
431-51-5373,953961218,E22314581,4915591579426230
679-16-8603,199357248,K75677998,376475753658517
431-14-9611,594140189,P64218013,6011677915993120
432-76-2941,195501481,H65453863,5534093392957270
430-16-2235,499706902,W85924170,4556723312962660
677-69-8184,745934088,I70400261,340102977162489
678-57-1839,134254277,L60412783,6011705688169410
429-19-6241,628091098,L94736973,5365449260811380
677-05-9489,900358810,M27922282,4532793012655210
677-36-0192,143434546,D19673324,343846408721365
431-33-3608,102356352,O85853530,6011417643623500
429-41-9288,238963855,Z56081369,5474255794781460
677-57-5265,736905274,Y25251502,4485220941772140
429-51-8177,272470390,T66231600,344771707088937
677-67-1541,936642519,H74641005,6011685912754710
677-99-5369,725586404,V72075763,5393447110414800
431-78-2077,192708527,Y21457850,4485172051320600
678-29-5153,651831157,A26042945,345463894062490
431-94-9956,496384332,A10773616,6011551264650370
679-51-1883,113201030,V22370254,5471865011916620
679-08-9624,843459118,S90768503,4532352198448940
429-18-2280,421623560,A45207243,378792514916614
678-97-0514,403278858,T57148526,6011361649021230
677-78-0855,717385212,F59133073,5512475033542330
678-19-4101,329021697,J41615112,4539530345937500
430-68-5677,239828373,W82292773,347777684671378
677-05-4670,427888215,Z69315793,6011895970463970
431-96-7021,406010365,K83756122,5220322031178540
431-24-0396,837754508,N94729523,4565799944670600
432-48-2773,274706946,S60084784,342180955657264
679-62-7306,814665233,X17354078,6011796864866230
677-62-5762,716866176,N10301377,5306569883999150
679-74-8401,718423835,M31955750,4556534113548770
677-42-6655,601525199,L78052250,379524593370036
431-41-4783,367902999,B55465671,6011370440133350
679-21-8659,276075898,N02773198,5254707728797820
678-09-4660,321264738,Q37248600,4485003379432020
677-68-5697,606775251,C01170427,340850715001464
677-90-2450,791513720,I08651632,6011610617803610
677-62-4093,985643695,F79494779,5380781902381210
429-81-7810,391682505,M00437516,4532473559339410
429-44-1656,691990766,N05750071,346538523266254
431-59-3549,552865295,V27300622,6011747680554540
432-06-0061,239989901,C19915146,5161005198534160
430-74-4762,686443465,Q66729545,4485175416202330
677-46-8689,948760231,A36395912,378752704706951
431-90-1680,138993640,Y47700372,6011676918651100
429-24-6243,381986946,N96064720,5580009513657970
430-20-0887,781238203,L85330447,4485598737732320
679-61-8463,710329974,E57964797,371118755228476
678-20-7335,709581366,W75367899,6011375225791920
677-09-1982,879693782,R74864438,5365156851438500
431-85-0713,118329105,L01855137,4716056363425360
432-87-4143,329440541,Z73007782,340321728829218
432-26-9138,893900499,Y69891956,6011325278677420
429-91-1236,773096322,E79365754,5568319126707990
432-39-1635,422557461,L26193817,4929067068987660
429-41-7949,845746908,P85678219,373126315049488
678-12-3116,549641261,M93200804,6011272890678480
429-14-2688,201498771,T63680750,5312953349527600
679-75-0231,981270547,Q15061612,4929359192426690
679-00-0433,665345274,K10649926,370994424254791
429-42-9562,999117506,N59889247,6011987812302660
430-91-2603,758246511,D82469130,5490015562266460
677-78-8066,846216088,M87286075,4532342197696330
430-27-2934,658143895,A49767866,372371498705560
432-82-2561,880930093,T55704475,6011107926947470
429-71-5238,696509653,G60015112,5530239565365430
429-58-1882,536252764,J80050906,4556247825646040
429-23-9303,203145532,W76074849,346288511647285
430-69-2315,573202377,J73629896,6011225344910900
429-94-2981,694543606,M70182413,5481129618433720
679-32-4782,835357598,J64064305,4024007149430810
679-74-0740,521690850,V07249356,379772295215088
430-26-0394,376089158,U91512145,6011547396110220
432-93-2072,155650689,B92857087,5140992503614280
677-30-7412,960739008,Q69275305,4024007133495310
430-58-0746,721020911,W68889227,340098162540689
677-64-9945,203011254,K39979311,6011895526820470
432-38-8960,802699695,I02409785,5547593470053250
679-34-5838,352195614,Q79661270,4539265241370540
678-35-1079,320703734,D21453961,342328968788036
678-47-5813,242740273,G97323190,6011932597084150
678-33-6564,695199666,Z32150731,5550507171362190
430-99-6430,661414202,P09863505,4539910654283070
431-41-4467,254523776,T92433830,374709283709362
431-42-9575,551593181,C77032284,6011143165255360
430-19-7311,925208546,V78855449,5145223666286850
